"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","USDPPP","In 2019 constant prices at 2019 USD PPPs","2017","2017","USD","US Dollar","0","Units","2019","2019",49585.1781804329,,
"IRL","Ireland","USDPPP","In 2019 constant prices at 2019 USD PPPs","2018","2018","USD","US Dollar","0","Units","2019","2019",49695.3977265861,,
"IRL","Ireland","USDPPP","In 2019 constant prices at 2019 USD PPPs","2019","2019","USD","US Dollar","0","Units","2019","2019",50490.4714068488,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2000","2000","USD","US Dollar","0","Units","2019","2019",38008.8134234048,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2001","2001","USD","US Dollar","0","Units","2019","2019",38274.4600649219,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2002","2002","USD","US Dollar","0","Units","2019","2019",38003.2666839764,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2003","2003","USD","US Dollar","0","Units","2019","2019",37900.8153431232,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2004","2004","USD","US Dollar","0","Units","2019","2019",38631.8838308291,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2005","2005","USD","US Dollar","0","Units","2019","2019",39149.1810380411,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2006","2006","USD","US Dollar","0","Units","2019","2019",39393.638771256,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2007","2007","USD","US Dollar","0","Units","2019","2019",39377.2414499741,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2008","2008","USD","US Dollar","0","Units","2019","2019",39330.5749875137,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2009","2009","USD","US Dollar","0","Units","2019","2019",39629.5575931371,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2010","2010","USD","US Dollar","0","Units","2019","2019",39967.3921677894,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2011","2011","USD","US Dollar","0","Units","2019","2019",39327.9600123717,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2012","2012","USD","US Dollar","0","Units","2019","2019",38085.8690298025,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2013","2013","USD","US Dollar","0","Units","2019","2019",38205.3987564996,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2014","2014","USD","US Dollar","0","Units","2019","2019",38354.2047012243,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2015","2015","USD","US Dollar","0","Units","2019","2019",38691.1774266217,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2016","2016","USD","US Dollar","0","Units","2019","2019",38982.2479668534,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2017","2017","USD","US Dollar","0","Units","2019","2019",38706.9587133021,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2018","2018","USD","US Dollar","0","Units","2019","2019",38852.7252286662,,
"ITA","Italy","USDPPP","In 2019 constant prices at 2019 USD PPPs","2019","2019","USD","US Dollar","0","Units","2019","2019",39189.365759204,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2000","2000","USD","US Dollar","0","Units","2019","2019",38049.6957803882,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2001","2001","USD","US Dollar","0","Units","2019","2019",37573.2695202469,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2002","2002","USD","US Dollar","0","Units","2019","2019",36811.2331619207,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2003","2003","USD","US Dollar","0","Units","2019","2019",36845.2507861958,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2004","2004","USD","US Dollar","0","Units","2019","2019",37130.2128900952,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2005","2005","USD","US Dollar","0","Units","2019","2019",37772.7971427658,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2006","2006","USD","US Dollar","0","Units","2019","2019",37546.9631919657,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2007","2007","USD","US Dollar","0","Units","2019","2019",37490.1759161773,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2008","2008","USD","US Dollar","0","Units","2019","2019",37467.0250901235,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2009","2009","USD","US Dollar","0","Units","2019","2019",37111.8724871837,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2010","2010","USD","US Dollar","0","Units","2019","2019",37774.6782996887,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2011","2011","USD","US Dollar","0","Units","2019","2019",38627.3698697555,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2012","2012","USD","US Dollar","0","Units","2019","2019",37967.619331946,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2013","2013","USD","US Dollar","0","Units","2019","2019",37941.6636019075,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2014","2014","USD","US Dollar","0","Units","2019","2019",37265.1205254974,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2015","2015","USD","US Dollar","0","Units","2019","2019",37225.9318830999,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2016","2016","USD","US Dollar","0","Units","2019","2019",37896.3124120224,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2017","2017","USD","US Dollar","0","Units","2019","2019",38084.7105713247,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2018","2018","USD","US Dollar","0","Units","2019","2019",38193.1683525204,,
"JPN","Japan","USDPPP","In 2019 constant prices at 2019 USD PPPs","2019","2019","USD","US Dollar","0","Units","2019","2019",38617.465494035,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2000","2000","USD","US Dollar","0","Units","2019","2019",29335.3100407752,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2001","2001","USD","US Dollar","0","Units","2019","2019",29975.6386544464,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2002","2002","USD","US Dollar","0","Units","2019","2019",31023.7000045329,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2003","2003","USD","US Dollar","0","Units","2019","2019",32147.8494792852,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2004","2004","USD","US Dollar","0","Units","2019","2019",33105.3524751729,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2005","2005","USD","US Dollar","0","Units","2019","2019",34083.1608942888,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2006","2006","USD","US Dollar","0","Units","2019","2019",34451.0618062971,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2007","2007","USD","US Dollar","0","Units","2019","2019",35095.184681955,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2008","2008","USD","US Dollar","0","Units","2019","2019",34842.1721103695,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2009","2009","USD","US Dollar","0","Units","2019","2019",34959.4291111248,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2010","2010","USD","US Dollar","0","Units","2019","2019",35543.0741361843,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2011","2011","USD","US Dollar","0","Units","2019","2019",36012.4363590581,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2012","2012","USD","US Dollar","0","Units","2019","2019",35485.7935814787,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2013","2013","USD","US Dollar","0","Units","2019","2019",36394.8360176475,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2014","2014","USD","US Dollar","0","Units","2019","2019",36491.7182728232,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2015","2015","USD","US Dollar","0","Units","2019","2019",37512.8356486728,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2016","2016","USD","US Dollar","0","Units","2019","2019",38617.3547100823,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2017","2017","USD","US Dollar","0","Units","2019","2019",39551.5329620557,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2018","2018","USD","US Dollar","0","Units","2019","2019",40820.3483324801,,
"KOR","Korea","USDPPP","In 2019 constant prices at 2019 USD PPPs","2019","2019","USD","US Dollar","0","Units","2019","2019",42284.789106855,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2000","2000","USD","US Dollar","0","Units","2019","2019",58863.0375443311,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2001","2001","USD","US Dollar","0","Units","2019","2019",59540.1897866568,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2002","2002","USD","US Dollar","0","Units","2019","2019",60780.9523552084,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2003","2003","USD","US Dollar","0","Units","2019","2019",60495.8741278385,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2004","2004","USD","US Dollar","0","Units","2019","2019",61323.9899525405,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2005","2005","USD","US Dollar","0","Units","2019","2019",61382.177737593,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2006","2006","USD","US Dollar","0","Units","2019","2019",62229.6830753346,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2007","2007","USD","US Dollar","0","Units","2019","2019",63860.6100628158,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2008","2008","USD","US Dollar","0","Units","2019","2019",63608.0723768669,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2009","2009","USD","US Dollar","0","Units","2019","2019",65381.1053989208,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2010","2010","USD","US Dollar","0","Units","2019","2019",65955.8194502088,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2011","2011","USD","US Dollar","0","Units","2019","2019",64983.6352570853,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2012","2012","USD","US Dollar","0","Units","2019","2019",64452.0906960751,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2013","2013","USD","US Dollar","0","Units","2019","2019",65078.999331255,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2014","2014","USD","US Dollar","0","Units","2019","2019",67517.7315925229,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2015","2015","USD","US Dollar","0","Units","2019","2019",68381.6107689229,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2016","2016","USD","US Dollar","0","Units","2019","2019",68503.7729296539,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2017","2017","USD","US Dollar","0","Units","2019","2019",69541.0306493769,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2018","2018","USD","US Dollar","0","Units","2019","2019",69556.2618549297,,
"LUX","Luxembourg","USDPPP","In 2019 constant prices at 2019 USD PPPs","2019","2019","USD","US Dollar","0","Units","2019","2019",68680.5297308777,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2000","2000","USD","US Dollar","0","Units","2019","2019",51451.0055647276,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2001","2001","USD","US Dollar","0","Units","2019","2019",52213.4617438304,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2002","2002","USD","US Dollar","0","Units","2019","2019",52390.2618112876,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2003","2003","USD","US Dollar","0","Units","2019","2019",52761.4957352094,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2004","2004","USD","US Dollar","0","Units","2019","2019",53605.5193098426,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2005","2005","USD","US Dollar","0","Units","2019","2019",53606.5641791015,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2006","2006","USD","US Dollar","0","Units","2019","2019",53500.509807778,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2007","2007","USD","US Dollar","0","Units","2019","2019",54264.9704839237,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2008","2008","USD","US Dollar","0","Units","2019","2019",54593.1653510358,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2009","2009","USD","US Dollar","0","Units","2019","2019",56926.019520672,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2010","2010","USD","US Dollar","0","Units","2019","2019",56940.0876333432,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2011","2011","USD","US Dollar","0","Units","2019","2019",56587.55978454,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2012","2012","USD","US Dollar","0","Units","2019","2019",56820.3788376493,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2013","2013","USD","US Dollar","0","Units","2019","2019",57019.5648627352,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2014","2014","USD","US Dollar","0","Units","2019","2019",56711.8618608112,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2015","2015","USD","US Dollar","0","Units","2019","2019",57378.2145203588,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2016","2016","USD","US Dollar","0","Units","2019","2019",57573.2016569277,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2017","2017","USD","US Dollar","0","Units","2019","2019",57138.2832489693,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2018","2018","USD","US Dollar","0","Units","2019","2019",56708.9258663347,,
"NLD","Netherlands","USDPPP","In 2019 constant prices at 2019 USD PPPs","2019","2019","USD","US Dollar","0","Units","2019","2019",56552.2904256499,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2000","2000","USD","US Dollar","0","Units","2019","2019",37616.3881228776,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2001","2001","USD","US Dollar","0","Units","2019","2019",38542.3700815627,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2002","2002","USD","US Dollar","0","Units","2019","2019",40140.2641581326,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2003","2003","USD","US Dollar","0","Units","2019","2019",40678.9345879538,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2004","2004","USD","US Dollar","0","Units","2019","2019",42033.3426213905,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2005","2005","USD","US Dollar","0","Units","2019","2019",43262.6909170164,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2006","2006","USD","US Dollar","0","Units","2019","2019",45036.4096234479,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2007","2007","USD","US Dollar","0","Units","2019","2019",47061.4030341382,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2008","2008","USD","US Dollar","0","Units","2019","2019",48107.6169787466,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2009","2009","USD","US Dollar","0","Units","2019","2019",48613.699885736,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2010","2010","USD","US Dollar","0","Units","2019","2019",49247.696844976,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2011","2011","USD","US Dollar","0","Units","2019","2019",50962.2570393171,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2012","2012","USD","US Dollar","0","Units","2019","2019",52364.8334117436,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2013","2013","USD","US Dollar","0","Units","2019","2019",53396.4349663685,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2014","2014","USD","US Dollar","0","Units","2019","2019",53662.6050613325,,
"NOR","Norway","USDPPP","In 2019 constant prices at 2019 USD PPPs","2015","2015","USD","US Dollar","0","Units","2019","2019",53943.7839740965,,
